complaint_id,customer_id,complaint_date,complaint_type,resolution_status,resolution_days
COMP154939,CUST138468,2025-08-23,Data/Speed Issue,Pending,7
COMP154940,CUST138468,2025-09-14,Service Quality,Resolved,13
COMP154941,CUST138468,2025-11-14,Billing Issue,Pending,5
COMP154942,CUST138469,2026-01-19,Service Quality,Resolved,2
COMP154943,CUST138469,2025-08-18,Data/Speed Issue,Resolved,1
COMP154944,CUST138469,2025-10-21,Other,Pending,4
COMP154945,CUST138469,2025-08-31,Network Issue,Resolved,1
COMP154946,CUST138471,2025-09-26,Other,Resolved,3
COMP154947,CUST138475,2025-12-22,Service Quality,Resolved,2
COMP154948,CUST138476,2026-01-28,Data/Speed Issue,Resolved,4
COMP154949,CUST138476,2025-10-30,Data/Speed Issue,Pending,12
COMP154950,CUST138479,2025-12-26,Billing Issue,Resolved,1
COMP154951,CUST138481,2025-10-01,Billing Issue,Pending,3
COMP154952,CUST138482,2025-11-05,Billing Issue,Pending,3
COMP154953,CUST138482,2025-09-05,Billing Issue,Resolved,12
COMP154954,CUST138482,2025-10-13,Other,Pending,11
COMP154955,CUST138483,2026-01-08,Service Quality,Resolved,4
COMP154956,CUST138483,2025-12-07,Billing Issue,Resolved,1
COMP154957,CUST138483,2026-01-06,Service Quality,Resolved,5
COMP154958,CUST138484,2025-09-14,Billing Issue,Resolved,6
COMP154959,CUST138485,2025-11-17,Other,Resolved,4
COMP154960,CUST138485,2025-11-22,Network Issue,Pending,3
COMP154961,CUST138486,2025-10-22,Network Issue,Resolved,10
COMP154962,CUST138486,2025-09-06,Service Quality,Resolved,14
COMP154963,CUST138487,2025-10-12,Billing Issue,Resolved,7
COMP154964,CUST138487,2025-08-27,Data/Speed Issue,Resolved,11
COMP154965,CUST138487,2026-01-23,Network Issue,Resolved,4
COMP154966,CUST138487,2025-10-03,Data/Speed Issue,Resolved,13
COMP154967,CUST138487,2025-12-31,Service Quality,Pending,14
COMP154968,CUST138489,2025-09-18,Billing Issue,Pending,11
COMP154969,CUST138491,2025-11-17,Service Quality,Pending,13
COMP154970,CUST138492,2025-08-06,Network Issue,Pending,5
COMP154971,CUST138492,2025-12-27,Other,Pending,4
COMP154972,CUST138492,2026-01-05,Billing Issue,Pending,1
COMP154973,CUST138495,2025-08-22,Service Quality,Pending,2
COMP154974,CUST138495,2025-09-17,Other,Pending,3
COMP154975,CUST138496,2025-11-08,Network Issue,Resolved,4
COMP154976,CUST138496,2026-01-10,Network Issue,Resolved,3
COMP154977,CUST138496,2025-10-01,Billing Issue,Resolved,4
COMP154978,CUST138496,2025-09-30,Other,Resolved,3
COMP154979,CUST138497,2025-08-27,Billing Issue,Resolved,5
COMP154980,CUST138498,2025-10-13,Billing Issue,Resolved,4
COMP154981,CUST138498,2025-10-31,Service Quality,Pending,10
COMP154982,CUST138498,2025-10-06,Billing Issue,Pending,4
COMP154983,CUST138500,2025-09-29,Service Quality,Resolved,11
COMP154984,CUST138501,2025-12-27,Network Issue,Resolved,1
COMP154985,CUST138501,2026-01-04,Other,Resolved,1
COMP154986,CUST138501,2025-12-07,Other,Resolved,3
COMP154987,CUST138502,2025-12-29,Other,Resolved,3
COMP154988,CUST138503,2026-01-16,Network Issue,Resolved,6
COMP154989,CUST138503,2025-09-14,Network Issue,Resolved,2
COMP154990,CUST138503,2025-09-20,Service Quality,Resolved,5
COMP154991,CUST138503,2025-12-09,Billing Issue,Resolved,6
COMP154992,CUST138503,2025-10-22,Service Quality,Resolved,6
COMP154993,CUST138504,2026-01-25,Network Issue,Resolved,4
COMP154994,CUST138505,2025-12-05,Network Issue,Resolved,4
COMP154995,CUST138505,2025-10-10,Network Issue,Resolved,3
COMP154996,CUST138506,2025-11-03,Service Quality,Resolved,1
COMP154997,CUST138507,2026-01-10,Billing Issue,Resolved,6
COMP154998,CUST138507,2026-01-01,Billing Issue,Resolved,4
COMP154999,CUST138507,2026-01-18,Billing Issue,Resolved,1
COMP155000,CUST138507,2026-01-08,Data/Speed Issue,Resolved,6
COMP155001,CUST138508,2025-08-20,Billing Issue,Resolved,1
COMP155002,CUST138508,2026-01-16,Data/Speed Issue,Resolved,6
COMP155003,CUST138508,2025-08-29,Data/Speed Issue,Resolved,1
COMP155004,CUST138510,2026-01-24,Service Quality,Resolved,10
COMP155005,CUST138510,2025-08-29,Billing Issue,Resolved,3
COMP155006,CUST138510,2025-08-20,Network Issue,Resolved,11
COMP155007,CUST138511,2025-09-02,Other,Resolved,2
COMP155008,CUST138511,2025-11-26,Other,Resolved,6
COMP155009,CUST138512,2026-01-08,Billing Issue,Resolved,6
COMP155010,CUST138512,2025-12-06,Service Quality,Resolved,6
COMP155011,CUST138513,2025-12-06,Billing Issue,Resolved,8
COMP155012,CUST138513,2025-09-07,Network Issue,Resolved,7
COMP155013,CUST138514,2026-01-23,Other,Pending,11
COMP155014,CUST138514,2025-09-19,Network Issue,Resolved,14
COMP155015,CUST138514,2025-09-10,Service Quality,Pending,8
COMP155016,CUST138517,2025-10-25,Other,Resolved,3
COMP155017,CUST138518,2025-09-02,Data/Speed Issue,Resolved,10
COMP155018,CUST138518,2025-08-10,Billing Issue,Pending,7
COMP155019,CUST138518,2026-01-22,Data/Speed Issue,Resolved,11
COMP155020,CUST138518,2025-10-06,Billing Issue,Pending,4
COMP155021,CUST138518,2025-08-10,Billing Issue,Resolved,13
COMP155022,CUST138520,2026-01-22,Service Quality,Resolved,5
COMP155023,CUST138521,2025-09-30,Service Quality,Pending,14
COMP155024,CUST138521,2025-08-16,Billing Issue,Resolved,11
COMP155025,CUST138522,2025-11-06,Network Issue,Resolved,4
COMP155026,CUST138523,2025-12-19,Other,Resolved,3
COMP155027,CUST138523,2026-01-05,Network Issue,Resolved,5
COMP155028,CUST138523,2025-11-24,Billing Issue,Resolved,2
COMP155029,CUST138524,2026-01-27,Data/Speed Issue,Pending,3
COMP155030,CUST138524,2025-10-20,Billing Issue,Resolved,4
COMP155031,CUST138524,2025-11-02,Billing Issue,Pending,8
COMP155032,CUST138524,2025-11-14,Network Issue,Resolved,12
COMP155033,CUST138526,2025-11-08,Service Quality,Resolved,5
COMP155034,CUST138527,2025-09-17,Service Quality,Resolved,5
COMP155035,CUST138527,2025-08-06,Network Issue,Resolved,14
COMP155036,CUST138527,2026-01-01,Billing Issue,Resolved,14
COMP155037,CUST138527,2026-01-16,Service Quality,Resolved,12
COMP155038,CUST138528,2026-01-28,Billing Issue,Pending,7
COMP155039,CUST138528,2025-12-01,Billing Issue,Resolved,3
COMP155040,CUST138529,2025-12-17,Service Quality,Resolved,3
COMP155041,CUST138529,2025-11-16,Network Issue,Pending,4
COMP155042,CUST138529,2026-01-12,Other,Resolved,2
COMP155043,CUST138529,2026-01-01,Billing Issue,Resolved,1
COMP155044,CUST138529,2025-08-21,Billing Issue,Resolved,3
COMP155045,CUST138530,2025-09-24,Other,Resolved,1
COMP155046,CUST138530,2025-09-20,Network Issue,Resolved,3
COMP155047,CUST138530,2025-08-05,Other,Resolved,4
COMP155048,CUST138530,2025-08-17,Network Issue,Resolved,3
COMP155049,CUST138531,2026-01-29,Network Issue,Pending,14
COMP155050,CUST138531,2025-08-13,Billing Issue,Pending,14
COMP155051,CUST138531,2025-11-08,Other,Resolved,12
COMP155052,CUST138533,2025-08-20,Service Quality,Pending,7
COMP155053,CUST138533,2025-11-02,Network Issue,Resolved,12
COMP155054,CUST138533,2025-09-23,Service Quality,Resolved,13
COMP155055,CUST138535,2025-12-04,Data/Speed Issue,Resolved,10
COMP155056,CUST138535,2025-10-26,Billing Issue,Pending,7
COMP155057,CUST138535,2026-01-03,Billing Issue,Resolved,5
COMP155058,CUST138535,2025-10-02,Service Quality,Resolved,13
COMP155059,CUST138535,2025-10-21,Billing Issue,Pending,3
COMP155060,CUST138537,2026-01-04,Billing Issue,Pending,7
COMP155061,CUST138537,2026-01-28,Service Quality,Pending,10
COMP155062,CUST138537,2025-10-17,Data/Speed Issue,Resolved,12
COMP155063,CUST138537,2026-01-24,Data/Speed Issue,Resolved,3
COMP155064,CUST138538,2025-10-30,Data/Speed Issue,Resolved,4
COMP155065,CUST138540,2026-01-15,Billing Issue,Pending,11
COMP155066,CUST138540,2025-12-08,Network Issue,Resolved,12
COMP155067,CUST138540,2025-12-08,Network Issue,Resolved,12
COMP155068,CUST138541,2025-08-26,Data/Speed Issue,Resolved,1
COMP155069,CUST138541,2025-10-24,Billing Issue,Resolved,6
COMP155070,CUST138541,2025-10-07,Data/Speed Issue,Resolved,1
COMP155071,CUST138541,2025-08-29,Other,Resolved,4
COMP155072,CUST138542,2025-11-21,Network Issue,Resolved,3
COMP155073,CUST138542,2025-12-14,Billing Issue,Resolved,4
COMP155074,CUST138542,2025-09-02,Data/Speed Issue,Resolved,2
COMP155075,CUST138542,2025-09-16,Network Issue,Resolved,4
COMP155076,CUST138543,2026-01-16,Billing Issue,Resolved,4
COMP155077,CUST138546,2025-10-08,Data/Speed Issue,Resolved,5
COMP155078,CUST138546,2026-01-06,Network Issue,Resolved,5
COMP155079,CUST138547,2025-08-29,Service Quality,Resolved,3
COMP155080,CUST138548,2025-11-06,Billing Issue,Resolved,3
COMP155081,CUST138549,2025-11-30,Data/Speed Issue,Pending,2
COMP155082,CUST138549,2025-12-19,Data/Speed Issue,Resolved,4
COMP155083,CUST138550,2025-11-10,Network Issue,Resolved,3
COMP155084,CUST138550,2026-01-16,Network Issue,Resolved,5
COMP155085,CUST138551,2025-09-25,Data/Speed Issue,Resolved,1
COMP155086,CUST138551,2025-08-19,Billing Issue,Resolved,2
COMP155087,CUST138551,2026-01-18,Billing Issue,Resolved,2
COMP155088,CUST138551,2025-12-22,Data/Speed Issue,Resolved,1
COMP155089,CUST138552,2025-09-10,Data/Speed Issue,Resolved,9
COMP155090,CUST138552,2025-12-28,Service Quality,Resolved,11
COMP155091,CUST138552,2025-09-06,Service Quality,Pending,12
COMP155092,CUST138554,2025-12-29,Other,Resolved,3
COMP155093,CUST138554,2025-10-15,Network Issue,Resolved,4
COMP155094,CUST138555,2026-01-05,Other,Resolved,6
COMP155095,CUST138557,2025-12-13,Network Issue,Pending,2
COMP155096,CUST138558,2025-09-09,Other,Pending,1
COMP155097,CUST138560,2025-12-12,Data/Speed Issue,Pending,12
COMP155098,CUST138561,2025-12-10,Network Issue,Resolved,3
COMP155099,CUST138561,2026-01-12,Network Issue,Resolved,4
COMP155100,CUST138561,2025-10-20,Service Quality,Resolved,6
COMP155101,CUST138562,2025-09-24,Service Quality,Resolved,7
COMP155102,CUST138562,2025-12-17,Other,Pending,8
COMP155103,CUST138562,2026-01-26,Network Issue,Pending,13
COMP155104,CUST138562,2025-11-23,Service Quality,Pending,5
COMP155105,CUST138563,2025-10-22,Data/Speed Issue,Pending,6
COMP155106,CUST138563,2025-09-01,Other,Pending,9
COMP155107,CUST138563,2025-11-27,Billing Issue,Resolved,3
COMP155108,CUST138563,2025-10-12,Other,Pending,12
COMP155109,CUST138563,2025-12-12,Service Quality,Pending,3
COMP155110,CUST138564,2026-01-16,Network Issue,Resolved,2
COMP155111,CUST138565,2026-01-30,Network Issue,Pending,13
COMP155112,CUST138565,2026-01-01,Data/Speed Issue,Resolved,8
COMP155113,CUST138567,2025-09-08,Data/Speed Issue,Pending,1
COMP155114,CUST138569,2025-10-17,Data/Speed Issue,Pending,3
COMP155115,CUST138569,2026-01-04,Service Quality,Pending,4
COMP155116,CUST138569,2025-09-07,Billing Issue,Resolved,1
COMP155117,CUST138570,2025-11-16,Service Quality,Resolved,6
COMP155118,CUST138570,2025-10-15,Network Issue,Resolved,5
COMP155119,CUST138570,2025-11-27,Billing Issue,Resolved,1
COMP155120,CUST138570,2025-09-09,Other,Resolved,4
COMP155121,CUST138570,2025-08-25,Network Issue,Resolved,5
COMP155122,CUST138571,2026-01-01,Data/Speed Issue,Resolved,3
COMP155123,CUST138571,2025-11-15,Other,Pending,6
COMP155124,CUST138571,2025-12-26,Service Quality,Resolved,4
COMP155125,CUST138573,2025-09-25,Network Issue,Resolved,4
COMP155126,CUST138574,2025-11-22,Network Issue,Resolved,10
COMP155127,CUST138574,2025-12-10,Service Quality,Resolved,11
COMP155128,CUST138574,2025-09-30,Other,Resolved,11
COMP155129,CUST138574,2026-01-27,Data/Speed Issue,Pending,5
COMP155130,CUST138574,2026-01-16,Billing Issue,Resolved,4
COMP155131,CUST138575,2025-08-25,Network Issue,Resolved,4
COMP155132,CUST138576,2025-10-21,Data/Speed Issue,Pending,1
COMP155133,CUST138580,2025-12-16,Service Quality,Resolved,6
COMP155134,CUST138580,2025-09-08,Service Quality,Pending,7
COMP155135,CUST138580,2025-08-13,Service Quality,Resolved,13
COMP155136,CUST138581,2025-10-18,Service Quality,Pending,8
COMP155137,CUST138581,2026-01-14,Data/Speed Issue,Resolved,12
COMP155138,CUST138581,2025-08-31,Service Quality,Resolved,3
COMP155139,CUST138581,2025-09-11,Network Issue,Pending,8
COMP155140,CUST138582,2025-08-04,Other,Pending,5
COMP155141,CUST138583,2025-10-04,Network Issue,Pending,3
COMP155142,CUST138584,2025-09-29,Network Issue,Resolved,3
COMP155143,CUST138584,2025-08-18,Billing Issue,Resolved,4
COMP155144,CUST138587,2025-12-11,Service Quality,Resolved,2
COMP155145,CUST138587,2025-10-24,Service Quality,Resolved,6
COMP155146,CUST138588,2025-09-08,Service Quality,Resolved,12
COMP155147,CUST138588,2025-08-17,Other,Resolved,12
COMP155148,CUST138588,2025-11-12,Service Quality,Resolved,9
COMP155149,CUST138588,2025-08-10,Service Quality,Pending,5
COMP155150,CUST138588,2025-09-26,Service Quality,Resolved,3
COMP155151,CUST138589,2026-01-23,Billing Issue,Resolved,6
COMP155152,CUST138591,2026-01-28,Network Issue,Resolved,5
COMP155153,CUST138592,2026-01-30,Billing Issue,Resolved,4
COMP155154,CUST138593,2025-11-16,Data/Speed Issue,Resolved,5
COMP155155,CUST138593,2025-09-14,Other,Resolved,1
COMP155156,CUST138595,2025-08-28,Billing Issue,Resolved,2
COMP155157,CUST138596,2025-08-06,Billing Issue,Pending,8
COMP155158,CUST138596,2025-08-07,Other,Pending,11
COMP155159,CUST138596,2025-10-08,Data/Speed Issue,Pending,6
COMP155160,CUST138596,2025-09-24,Other,Pending,13
COMP155161,CUST138596,2025-09-06,Data/Speed Issue,Pending,12
COMP155162,CUST138597,2025-08-10,Other,Pending,13
COMP155163,CUST138597,2025-08-13,Service Quality,Resolved,14
COMP155164,CUST138598,2026-01-06,Other,Pending,5
COMP155165,CUST138598,2025-08-10,Network Issue,Resolved,3
COMP155166,CUST138599,2025-09-17,Network Issue,Pending,4
COMP155167,CUST138601,2025-11-13,Network Issue,Resolved,11
COMP155168,CUST138601,2025-08-17,Billing Issue,Resolved,14
COMP155169,CUST138601,2025-10-11,Network Issue,Resolved,5
COMP155170,CUST138601,2025-08-18,Other,Resolved,7
COMP155171,CUST138602,2025-08-31,Billing Issue,Pending,1
COMP155172,CUST138602,2025-12-14,Billing Issue,Resolved,5
COMP155173,CUST138603,2025-09-01,Data/Speed Issue,Resolved,2
COMP155174,CUST138603,2026-01-16,Billing Issue,Resolved,6
COMP155175,CUST138603,2025-11-28,Service Quality,Resolved,4
COMP155176,CUST138604,2025-11-04,Other,Resolved,5
COMP155177,CUST138604,2025-11-29,Service Quality,Resolved,14
COMP155178,CUST138604,2025-11-05,Network Issue,Pending,3
COMP155179,CUST138606,2026-01-14,Data/Speed Issue,Resolved,5
COMP155180,CUST138606,2025-08-11,Billing Issue,Resolved,1
COMP155181,CUST138607,2025-08-14,Network Issue,Resolved,4
COMP155182,CUST138607,2025-08-17,Billing Issue,Pending,11
COMP155183,CUST138608,2026-01-05,Billing Issue,Resolved,4
COMP155184,CUST138609,2025-11-17,Billing Issue,Pending,5
COMP155185,CUST138609,2025-08-20,Service Quality,Resolved,6
COMP155186,CUST138609,2025-09-20,Service Quality,Resolved,2
COMP155187,CUST138609,2025-08-11,Billing Issue,Resolved,4
COMP155188,CUST138614,2025-11-30,Network Issue,Resolved,1
COMP155189,CUST138614,2025-12-12,Service Quality,Resolved,3
COMP155190,CUST138615,2026-01-17,Network Issue,Resolved,3
COMP155191,CUST138616,2025-08-04,Billing Issue,Resolved,1
COMP155192,CUST138616,2025-09-19,Billing Issue,Resolved,3
COMP155193,CUST138617,2026-01-27,Billing Issue,Resolved,1
COMP155194,CUST138618,2025-11-24,Data/Speed Issue,Resolved,2
COMP155195,CUST138618,2025-11-11,Billing Issue,Resolved,4
COMP155196,CUST138619,2025-09-30,Network Issue,Resolved,5
COMP155197,CUST138620,2025-11-05,Billing Issue,Resolved,14
COMP155198,CUST138620,2025-09-22,Service Quality,Resolved,10
COMP155199,CUST138621,2026-01-11,Billing Issue,Resolved,2
COMP155200,CUST138621,2026-01-25,Service Quality,Pending,6
COMP155201,CUST138622,2025-12-14,Service Quality,Pending,13
COMP155202,CUST138622,2026-01-13,Network Issue,Pending,6
COMP155203,CUST138622,2025-09-26,Billing Issue,Pending,10
COMP155204,CUST138623,2025-08-26,Network Issue,Resolved,7
COMP155205,CUST138623,2025-11-19,Network Issue,Pending,6
COMP155206,CUST138623,2025-08-26,Service Quality,Pending,14
COMP155207,CUST138623,2025-11-12,Service Quality,Pending,6
COMP155208,CUST138623,2025-09-07,Service Quality,Resolved,11
COMP155209,CUST138624,2025-08-16,Data/Speed Issue,Pending,8
COMP155210,CUST138624,2025-12-05,Data/Speed Issue,Pending,4
COMP155211,CUST138624,2025-09-05,Data/Speed Issue,Resolved,10
COMP155212,CUST138625,2025-09-22,Billing Issue,Resolved,2
COMP155213,CUST138625,2025-10-13,Other,Pending,4
COMP155214,CUST138626,2025-11-26,Data/Speed Issue,Pending,1
COMP155215,CUST138626,2026-01-25,Network Issue,Resolved,1
COMP155216,CUST138626,2026-01-04,Billing Issue,Resolved,5
COMP155217,CUST138628,2026-01-09,Billing Issue,Resolved,11
COMP155218,CUST138628,2025-09-13,Network Issue,Pending,8
COMP155219,CUST138630,2025-08-18,Billing Issue,Resolved,2
COMP155220,CUST138630,2026-01-21,Data/Speed Issue,Resolved,1
COMP155221,CUST138633,2025-11-14,Service Quality,Resolved,2
COMP155222,CUST138634,2025-10-31,Billing Issue,Pending,11
COMP155223,CUST138634,2025-08-26,Network Issue,Resolved,8
COMP155224,CUST138634,2025-08-09,Data/Speed Issue,Resolved,8
COMP155225,CUST138634,2025-08-04,Billing Issue,Resolved,4
COMP155226,CUST138634,2025-12-17,Data/Speed Issue,Resolved,14
COMP155227,CUST138635,2025-09-29,Service Quality,Resolved,2
COMP155228,CUST138636,2025-08-16,Other,Resolved,2
COMP155229,CUST138636,2025-08-29,Billing Issue,Resolved,4
COMP155230,CUST138642,2025-09-25,Service Quality,Pending,6
COMP155231,CUST138642,2025-12-03,Billing Issue,Resolved,3
COMP155232,CUST138642,2025-11-05,Service Quality,Resolved,11
COMP155233,CUST138643,2025-09-10,Network Issue,Resolved,2
COMP155234,CUST138643,2025-12-30,Data/Speed Issue,Resolved,1
COMP155235,CUST138643,2025-10-28,Data/Speed Issue,Resolved,1
COMP155236,CUST138644,2025-12-29,Other,Resolved,4
COMP155237,CUST138645,2026-01-09,Network Issue,Pending,4
COMP155238,CUST138645,2026-01-24,Network Issue,Resolved,3
COMP155239,CUST138645,2025-09-07,Other,Resolved,3
COMP155240,CUST138646,2026-01-03,Data/Speed Issue,Resolved,8
COMP155241,CUST138646,2025-10-07,Network Issue,Resolved,8
COMP155242,CUST138646,2025-10-18,Network Issue,Resolved,6
COMP155243,CUST138646,2026-01-28,Billing Issue,Pending,8
COMP155244,CUST138647,2025-11-06,Network Issue,Resolved,3
COMP155245,CUST138649,2025-09-05,Billing Issue,Resolved,2
COMP155246,CUST138650,2025-10-16,Data/Speed Issue,Resolved,2
COMP155247,CUST138650,2025-12-27,Billing Issue,Resolved,6
COMP155248,CUST138650,2025-09-14,Network Issue,Resolved,3
COMP155249,CUST138651,2025-12-24,Other,Pending,2
COMP155250,CUST138653,2025-08-13,Billing Issue,Resolved,11
COMP155251,CUST138653,2025-11-24,Service Quality,Resolved,3
COMP155252,CUST138653,2025-10-07,Network Issue,Pending,6
COMP155253,CUST138654,2026-01-19,Other,Resolved,3
COMP155254,CUST138656,2025-08-19,Service Quality,Resolved,6
COMP155255,CUST138657,2026-01-19,Billing Issue,Resolved,4
COMP155256,CUST138658,2025-09-06,Billing Issue,Resolved,9
COMP155257,CUST138658,2025-10-02,Billing Issue,Resolved,3
COMP155258,CUST138659,2025-10-16,Network Issue,Resolved,10
COMP155259,CUST138659,2025-12-10,Data/Speed Issue,Resolved,13
COMP155260,CUST138660,2025-10-03,Data/Speed Issue,Resolved,5
COMP155261,CUST138660,2025-09-21,Network Issue,Resolved,5
COMP155262,CUST138660,2025-09-17,Data/Speed Issue,Resolved,2
COMP155263,CUST138661,2025-10-11,Other,Resolved,4
COMP155264,CUST138662,2025-11-01,Billing Issue,Pending,3
COMP155265,CUST138662,2025-12-14,Service Quality,Pending,6
COMP155266,CUST138662,2025-12-15,Network Issue,Resolved,4
COMP155267,CUST138663,2026-01-13,Data/Speed Issue,Resolved,6
COMP155268,CUST138663,2025-12-07,Data/Speed Issue,Resolved,2
COMP155269,CUST138663,2025-10-11,Service Quality,Resolved,2
COMP155270,CUST138666,2025-11-23,Network Issue,Resolved,1
COMP155271,CUST138666,2026-01-28,Billing Issue,Resolved,5
COMP155272,CUST138666,2025-10-31,Billing Issue,Pending,4
COMP155273,CUST138666,2025-12-15,Billing Issue,Pending,2
COMP155274,CUST138667,2025-12-05,Network Issue,Pending,1
COMP155275,CUST138669,2025-12-23,Network Issue,Resolved,5
COMP155276,CUST138669,2025-10-14,Network Issue,Resolved,7
COMP155277,CUST138670,2026-01-16,Data/Speed Issue,Resolved,3
COMP155278,CUST138670,2026-01-19,Data/Speed Issue,Resolved,6
COMP155279,CUST138671,2025-12-02,Network Issue,Resolved,5
COMP155280,CUST138672,2025-10-17,Billing Issue,Resolved,1
COMP155281,CUST138673,2026-01-26,Billing Issue,Resolved,6
COMP155282,CUST138673,2026-01-11,Data/Speed Issue,Resolved,4
COMP155283,CUST138673,2025-10-12,Billing Issue,Resolved,4
COMP155284,CUST138674,2025-12-09,Data/Speed Issue,Resolved,1
COMP155285,CUST138674,2025-11-04,Billing Issue,Resolved,5
COMP155286,CUST138676,2025-09-15,Data/Speed Issue,Resolved,6
COMP155287,CUST138677,2025-12-24,Service Quality,Pending,3
COMP155288,CUST138677,2025-10-29,Service Quality,Resolved,3
COMP155289,CUST138677,2025-11-06,Billing Issue,Resolved,4
COMP155290,CUST138679,2025-08-08,Other,Resolved,6
COMP155291,CUST138679,2026-01-16,Network Issue,Resolved,4
COMP155292,CUST138680,2025-08-28,Other,Resolved,3
COMP155293,CUST138680,2025-09-10,Billing Issue,Resolved,5
COMP155294,CUST138681,2025-08-12,Data/Speed Issue,Resolved,3
COMP155295,CUST138681,2025-10-23,Data/Speed Issue,Pending,1
COMP155296,CUST138683,2025-11-11,Service Quality,Pending,9
COMP155297,CUST138683,2025-09-11,Network Issue,Resolved,6
COMP155298,CUST138683,2025-08-19,Network Issue,Resolved,6
COMP155299,CUST138683,2025-10-10,Network Issue,Pending,5
COMP155300,CUST138683,2025-12-11,Data/Speed Issue,Resolved,4
COMP155301,CUST138684,2025-09-13,Billing Issue,Resolved,5
COMP155302,CUST138685,2026-01-17,Billing Issue,Resolved,1
COMP155303,CUST138685,2025-12-16,Service Quality,Resolved,4
COMP155304,CUST138685,2025-11-10,Billing Issue,Resolved,2
COMP155305,CUST138686,2026-01-30,Billing Issue,Resolved,7
COMP155306,CUST138686,2025-12-12,Billing Issue,Pending,10
COMP155307,CUST138686,2025-10-19,Data/Speed Issue,Resolved,12
COMP155308,CUST138688,2025-10-02,Billing Issue,Resolved,1
COMP155309,CUST138688,2026-01-24,Service Quality,Resolved,3
COMP155310,CUST138689,2025-12-22,Billing Issue,Resolved,6
COMP155311,CUST138690,2025-08-30,Network Issue,Resolved,5
COMP155312,CUST138690,2026-01-13,Network Issue,Pending,3
COMP155313,CUST138690,2025-11-13,Service Quality,Resolved,4
COMP155314,CUST138692,2026-01-09,Network Issue,Resolved,14
COMP155315,CUST138693,2025-10-21,Network Issue,Resolved,3
COMP155316,CUST138693,2025-10-16,Service Quality,Resolved,5
COMP155317,CUST138694,2025-10-29,Service Quality,Pending,8
COMP155318,CUST138694,2025-08-26,Service Quality,Resolved,9
COMP155319,CUST138694,2025-11-05,Billing Issue,Pending,9
COMP155320,CUST138694,2025-12-15,Service Quality,Resolved,13
COMP155321,CUST138694,2025-12-14,Billing Issue,Pending,11
COMP155322,CUST138695,2025-08-19,Billing Issue,Pending,3
COMP155323,CUST138695,2025-09-09,Billing Issue,Resolved,5
COMP155324,CUST138695,2025-09-29,Billing Issue,Resolved,4
COMP155325,CUST138696,2026-01-29,Network Issue,Resolved,6
COMP155326,CUST138696,2025-11-14,Data/Speed Issue,Resolved,5
COMP155327,CUST138698,2026-01-05,Data/Speed Issue,Resolved,6
COMP155328,CUST138700,2025-10-03,Billing Issue,Resolved,8
COMP155329,CUST138702,2025-11-06,Billing Issue,Resolved,14
COMP155330,CUST138702,2026-01-25,Data/Speed Issue,Pending,6
COMP155331,CUST138702,2025-11-27,Billing Issue,Resolved,7
COMP155332,CUST138702,2025-09-29,Data/Speed Issue,Resolved,13
COMP155333,CUST138702,2025-11-04,Network Issue,Resolved,9
COMP155334,CUST138704,2025-09-15,Network Issue,Resolved,6
COMP155335,CUST138707,2026-01-15,Network Issue,Pending,9
COMP155336,CUST138707,2025-08-28,Network Issue,Pending,7
COMP155337,CUST138707,2025-11-28,Data/Speed Issue,Resolved,12
COMP155338,CUST138707,2025-10-24,Network Issue,Resolved,13
COMP155339,CUST138707,2025-09-15,Billing Issue,Pending,5
COMP155340,CUST138708,2026-01-29,Service Quality,Resolved,7
COMP155341,CUST138708,2025-08-10,Data/Speed Issue,Resolved,8
COMP155342,CUST138708,2025-11-12,Data/Speed Issue,Resolved,5
COMP155343,CUST138708,2026-01-19,Network Issue,Pending,6
COMP155344,CUST138708,2025-08-14,Billing Issue,Resolved,14
COMP155345,CUST138711,2025-12-06,Service Quality,Pending,5
COMP155346,CUST138711,2025-12-25,Other,Resolved,11
COMP155347,CUST138713,2025-08-29,Billing Issue,Resolved,3
COMP155348,CUST138713,2025-12-29,Data/Speed Issue,Resolved,2
COMP155349,CUST138714,2025-09-21,Service Quality,Resolved,4
COMP155350,CUST138714,2025-10-17,Network Issue,Resolved,3
COMP155351,CUST138715,2025-10-22,Data/Speed Issue,Resolved,4
COMP155352,CUST138716,2026-01-15,Billing Issue,Resolved,5
COMP155353,CUST138716,2025-08-12,Network Issue,Resolved,1
COMP155354,CUST138717,2026-01-07,Network Issue,Resolved,2
COMP155355,CUST138718,2026-01-24,Network Issue,Pending,11
COMP155356,CUST138718,2026-01-11,Other,Pending,10
COMP155357,CUST138718,2025-11-14,Other,Resolved,14
COMP155358,CUST138718,2025-08-07,Service Quality,Resolved,12
COMP155359,CUST138719,2026-01-24,Data/Speed Issue,Pending,3
COMP155360,CUST138719,2025-12-07,Network Issue,Resolved,6
COMP155361,CUST138719,2025-11-25,Network Issue,Resolved,6
COMP155362,CUST138719,2026-01-04,Data/Speed Issue,Resolved,1
COMP155363,CUST138719,2025-11-29,Data/Speed Issue,Resolved,1
COMP155364,CUST138720,2025-08-17,Other,Resolved,5
COMP155365,CUST138721,2025-10-24,Billing Issue,Pending,10
COMP155366,CUST138721,2026-01-16,Billing Issue,Resolved,12
COMP155367,CUST138721,2025-10-06,Data/Speed Issue,Pending,9
COMP155368,CUST138721,2025-11-26,Network Issue,Resolved,5
COMP155369,CUST138721,2025-12-15,Service Quality,Resolved,8
