customer_id,city,age,gender,plan_type,contract_type,tenure_months,monthly_charges
CUST144803,Gurgaon,32,Female,Prepaid,No Contract,36,392.85
CUST144804,Bangalore,41,Female,Broadband,Month-to-Month,10,1368.13
CUST144805,Pune,18,Female,Postpaid,Month-to-Month,14,984.91
CUST144806,Mumbai,32,Female,Postpaid,1-Year,35,932.56
CUST144807,Gurgaon,40,Female,Postpaid,1-Year,36,586.48
CUST144808,Noida,37,Male,Prepaid,No Contract,11,405.59
CUST144809,Noida,47,Female,Prepaid,No Contract,22,442.7
CUST144810,Bangalore,30,Female,Broadband,1-Year,41,1797.82
CUST144811,Gurgaon,22,Female,Prepaid,No Contract,24,379.71
CUST144812,Delhi,54,Male,Broadband,1-Year,47,821.6
CUST144813,Bangalore,28,Female,Prepaid,No Contract,20,299.6
CUST144814,Mumbai,59,Female,Prepaid,No Contract,25,276.93
CUST144815,Bangalore,23,Male,Broadband,1-Year,40,2431.5
CUST144816,Delhi,55,Male,Postpaid,2-Year,26,632.02
CUST144817,Delhi,42,Male,Postpaid,Month-to-Month,12,702.45
CUST144818,Gurgaon,62,Male,Postpaid,Month-to-Month,11,999.36
CUST144819,Gurgaon,55,Male,Prepaid,No Contract,6,265.53
CUST144820,Bangalore,56,Male,Broadband,2-Year,13,1163.6
CUST144821,Gurgaon,57,Male,Broadband,1-Year,7,2266.3
CUST144822,Bangalore,59,Female,Broadband,1-Year,19,1000.78
CUST144823,Noida,60,Female,Broadband,2-Year,27,1861.09
CUST144824,Delhi,46,Female,Postpaid,Month-to-Month,18,1433.3
CUST144825,Pune,54,Male,Postpaid,Month-to-Month,8,532.4
CUST144826,Noida,57,Female,Postpaid,Month-to-Month,3,750.15
CUST144827,Bangalore,50,Female,Postpaid,2-Year,62,1072.99
CUST144828,Pune,24,Male,Prepaid,No Contract,7,234.96
CUST144829,Gurgaon,35,Male,Prepaid,No Contract,12,378.18
CUST144830,Mumbai,61,Female,Broadband,2-Year,24,1535.36
CUST144831,Delhi,57,Male,Prepaid,No Contract,36,296.31
CUST144832,Mumbai,52,Female,Broadband,Month-to-Month,12,1491.58
CUST144833,Mumbai,27,Male,Postpaid,Month-to-Month,9,1382.08
CUST144834,Bangalore,40,Male,Prepaid,No Contract,36,389.01
CUST144835,Delhi,31,Female,Prepaid,No Contract,16,393.56
CUST144836,Delhi,36,Female,Prepaid,No Contract,8,289.48
CUST144837,Mumbai,47,Male,Prepaid,No Contract,20,356.61
CUST144838,Delhi,26,Female,Prepaid,No Contract,18,279.31
CUST144839,Noida,22,Female,Prepaid,No Contract,36,203.45
CUST144840,Bangalore,56,Male,Broadband,1-Year,45,1345.34
CUST144841,Gurgaon,62,Male,Postpaid,2-Year,27,1341.28
CUST144842,Delhi,62,Male,Postpaid,Month-to-Month,18,1346.28
CUST144843,Delhi,49,Male,Broadband,Month-to-Month,1,1703.85
CUST144844,Bangalore,56,Male,Broadband,1-Year,18,1547.42
CUST144845,Pune,57,Female,Prepaid,No Contract,23,381.27
CUST144846,Gurgaon,45,Female,Prepaid,No Contract,27,315.06
CUST144847,Noida,53,Female,Postpaid,2-Year,55,599.51
CUST144848,Noida,27,Male,Prepaid,No Contract,16,453.6
CUST144849,Delhi,21,Female,Postpaid,2-Year,20,1352.29
CUST144850,Pune,54,Female,Postpaid,Month-to-Month,22,839.54
CUST144851,Mumbai,45,Male,Postpaid,1-Year,38,1240.11
CUST144852,Pune,54,Male,Postpaid,1-Year,16,1218.68
CUST144853,Mumbai,41,Male,Postpaid,Month-to-Month,15,542.17
CUST144854,Gurgaon,51,Male,Postpaid,Month-to-Month,5,1199.05
CUST144855,Pune,60,Male,Broadband,1-Year,34,1548.47
CUST144856,Gurgaon,44,Male,Prepaid,No Contract,23,372.44
CUST144857,Noida,18,Female,Prepaid,No Contract,10,456.82
CUST144858,Delhi,38,Female,Broadband,Month-to-Month,13,1958.86
CUST144859,Bangalore,24,Female,Prepaid,No Contract,16,274.69
CUST144860,Mumbai,61,Male,Prepaid,No Contract,14,341.02
CUST144861,Pune,57,Male,Prepaid,No Contract,27,329.04
CUST144862,Delhi,61,Female,Prepaid,No Contract,6,476.65
CUST144863,Mumbai,32,Male,Prepaid,No Contract,12,427.25
CUST144864,Bangalore,31,Female,Postpaid,1-Year,10,546.84
CUST144865,Pune,47,Female,Prepaid,No Contract,29,492.83
CUST144866,Gurgaon,18,Male,Prepaid,No Contract,21,206.36
CUST144867,Gurgaon,20,Male,Prepaid,No Contract,33,461.62
CUST144868,Mumbai,50,Female,Prepaid,No Contract,17,306.94
CUST144869,Gurgaon,28,Female,Postpaid,Month-to-Month,14,577.46
CUST144870,Noida,40,Female,Broadband,1-Year,21,913.47
CUST144871,Delhi,58,Female,Broadband,1-Year,34,2174.37
CUST144872,Bangalore,42,Female,Broadband,Month-to-Month,15,1386.25
CUST144873,Mumbai,21,Male,Postpaid,Month-to-Month,4,730.81
CUST144874,Gurgaon,57,Female,Postpaid,Month-to-Month,23,1257.28
CUST144875,Mumbai,49,Female,Prepaid,No Contract,30,224.38
CUST144876,Noida,63,Male,Prepaid,No Contract,34,286.01
CUST144877,Mumbai,37,Male,Postpaid,1-Year,42,740.15
CUST144878,Delhi,33,Male,Broadband,Month-to-Month,7,1321.32
CUST144879,Delhi,37,Female,Broadband,2-Year,66,1182.47
CUST144880,Noida,51,Female,Postpaid,Month-to-Month,11,694.83
CUST144881,Gurgaon,41,Female,Postpaid,2-Year,42,820.17
CUST144882,Pune,25,Male,Prepaid,No Contract,27,337.85
CUST144883,Bangalore,64,Male,Postpaid,Month-to-Month,11,849.43
CUST144884,Mumbai,21,Male,Prepaid,No Contract,16,472.43
CUST144885,Mumbai,47,Female,Postpaid,Month-to-Month,21,1493.23
CUST144886,Mumbai,64,Male,Broadband,Month-to-Month,14,936.05
CUST144887,Pune,18,Male,Prepaid,No Contract,18,326.21
CUST144888,Mumbai,44,Male,Postpaid,Month-to-Month,12,624.79
CUST144889,Delhi,48,Female,Broadband,Month-to-Month,2,2198.02
CUST144890,Mumbai,30,Female,Postpaid,Month-to-Month,1,1212.13
CUST144891,Bangalore,39,Male,Prepaid,No Contract,34,395.14
CUST144892,Noida,24,Male,Postpaid,Month-to-Month,8,769.5
CUST144893,Pune,33,Male,Broadband,Month-to-Month,5,1509.27
CUST144894,Mumbai,44,Female,Broadband,1-Year,35,2285.35
CUST144895,Gurgaon,53,Male,Broadband,2-Year,49,1600.85
CUST144896,Mumbai,20,Female,Prepaid,No Contract,28,307.89
CUST144897,Pune,61,Other,Postpaid,2-Year,26,1233.76
CUST144898,Pune,35,Male,Postpaid,2-Year,18,625.1
CUST144899,Pune,31,Female,Postpaid,2-Year,19,1367.15
CUST144900,Gurgaon,18,Male,Prepaid,No Contract,34,344.34
CUST144901,Mumbai,56,Male,Prepaid,No Contract,17,289.94
CUST144902,Gurgaon,36,Male,Prepaid,No Contract,10,374.36
CUST144903,Gurgaon,20,Male,Prepaid,No Contract,26,454.43
CUST144904,Delhi,39,Male,Prepaid,No Contract,1,238.77
CUST144905,Delhi,64,Female,Prepaid,No Contract,4,263.82
CUST144906,Gurgaon,58,Male,Postpaid,Month-to-Month,2,772.05
CUST144907,Gurgaon,18,Male,Prepaid,No Contract,12,398.54
CUST144908,Gurgaon,24,Male,Broadband,Month-to-Month,16,1881.34
CUST144909,Gurgaon,46,Female,Postpaid,Month-to-Month,23,624.4
CUST144910,Bangalore,64,Female,Prepaid,No Contract,27,247.65
CUST144911,Gurgaon,24,Male,Prepaid,No Contract,35,489.29
CUST144912,Bangalore,26,Male,Postpaid,Month-to-Month,18,1141.8
CUST144913,Gurgaon,65,Male,Postpaid,Month-to-Month,8,851.35
CUST144914,Noida,49,Female,Broadband,Month-to-Month,9,2193.04
CUST144915,Delhi,61,Male,Postpaid,2-Year,54,655.77
CUST144916,Delhi,49,Male,Prepaid,No Contract,2,447.79
CUST144917,Bangalore,33,Male,Postpaid,Month-to-Month,20,799.07
CUST144918,Pune,22,Female,Postpaid,2-Year,31,1254.43
CUST144919,Delhi,51,Male,Broadband,Month-to-Month,22,1657.3
CUST144920,Delhi,65,Male,Broadband,Month-to-Month,13,831.1
CUST144921,Pune,49,Female,Postpaid,1-Year,36,1484.12
CUST144922,Delhi,55,Female,Broadband,Month-to-Month,15,2104.43
CUST144923,Gurgaon,57,Male,Broadband,1-Year,32,1755.41
CUST144924,Pune,36,Male,Prepaid,No Contract,30,351.78
CUST144925,Noida,50,Male,Broadband,2-Year,39,1644.28
CUST144926,Gurgaon,46,Male,Postpaid,2-Year,44,1087.45
CUST144927,Pune,38,Male,Broadband,2-Year,33,1281.97
CUST144928,Mumbai,54,Male,Postpaid,2-Year,42,1232.64
CUST144929,Delhi,24,Male,Prepaid,No Contract,10,414.13
CUST144930,Bangalore,59,Male,Broadband,2-Year,16,806.36
CUST144931,Mumbai,33,Male,Prepaid,No Contract,14,444.26
CUST144932,Mumbai,30,Male,Prepaid,No Contract,27,476.77
CUST144933,Pune,56,Male,Postpaid,2-Year,48,1391.91
CUST144934,Delhi,54,Male,Prepaid,No Contract,9,292.37
CUST144935,Bangalore,35,Male,Prepaid,No Contract,24,269.53
CUST144936,Mumbai,27,Male,Prepaid,No Contract,3,466.35
CUST144937,Gurgaon,40,Female,Prepaid,No Contract,8,292.97
CUST144938,Bangalore,40,Female,Prepaid,No Contract,21,202.46
CUST144939,Bangalore,57,Female,Postpaid,1-Year,26,1190.28
CUST144940,Noida,53,Female,Prepaid,No Contract,11,315.28
CUST144941,Noida,50,Female,Postpaid,Month-to-Month,15,1345.56
CUST144942,Mumbai,62,Male,Broadband,1-Year,25,1455.15
CUST144943,Gurgaon,59,Male,Postpaid,Month-to-Month,12,1445.27
CUST144944,Mumbai,29,Female,Prepaid,No Contract,4,435.95
CUST144945,Gurgaon,37,Female,Postpaid,2-Year,70,863.04
CUST144946,Gurgaon,51,Female,Prepaid,No Contract,36,398.62
CUST144947,Mumbai,23,Male,Prepaid,No Contract,24,496.32
CUST144948,Bangalore,27,Male,Prepaid,No Contract,32,450.6
CUST144949,Mumbai,27,Female,Prepaid,No Contract,8,479.5
CUST144950,Pune,20,Male,Postpaid,2-Year,54,1256.72
CUST144951,Gurgaon,55,Male,Broadband,2-Year,71,1042.06
CUST144952,Gurgaon,45,Male,Postpaid,1-Year,31,1185.84
CUST144953,Bangalore,32,Female,Prepaid,No Contract,25,392.17
CUST144954,Bangalore,61,Female,Broadband,2-Year,33,1882.99
CUST144955,Delhi,26,Female,Postpaid,1-Year,28,761.5
CUST144956,Gurgaon,21,Male,Prepaid,No Contract,19,288.23
CUST144957,Gurgaon,55,Male,Postpaid,Month-to-Month,20,582.87
CUST144958,Noida,47,Other,Postpaid,Month-to-Month,17,1118.49
CUST144959,Noida,55,Male,Postpaid,Month-to-Month,21,924.52
CUST144960,Gurgaon,50,Male,Broadband,Month-to-Month,17,1088.98
CUST144961,Delhi,29,Female,Prepaid,No Contract,27,281.54
CUST144962,Gurgaon,52,Female,Prepaid,No Contract,20,458.33
CUST144963,Delhi,29,Male,Postpaid,Month-to-Month,20,545.39
CUST144964,Gurgaon,52,Female,Broadband,Month-to-Month,16,1196.04
CUST144965,Gurgaon,59,Female,Broadband,Month-to-Month,2,1277.31
CUST144966,Mumbai,55,Female,Postpaid,Month-to-Month,2,1433.71
CUST144967,Gurgaon,34,Male,Broadband,2-Year,45,2346.48
CUST144968,Mumbai,50,Female,Broadband,Month-to-Month,5,2188.31
CUST144969,Gurgaon,51,Male,Broadband,Month-to-Month,24,2268.03
CUST144970,Noida,36,Male,Prepaid,No Contract,35,219.6
CUST144971,Pune,37,Female,Postpaid,Month-to-Month,4,1241.4
CUST144972,Mumbai,43,Male,Broadband,2-Year,43,1357.1
CUST144973,Delhi,55,Female,Postpaid,2-Year,14,1449.04
CUST144974,Gurgaon,59,Female,Postpaid,Month-to-Month,16,1497.63
CUST144975,Delhi,48,Male,Broadband,Month-to-Month,1,1586.88
CUST144976,Gurgaon,27,Female,Postpaid,Month-to-Month,24,955.36
CUST144977,Bangalore,25,Female,Postpaid,1-Year,48,828.88
CUST144978,Mumbai,24,Female,Prepaid,No Contract,19,397.14
CUST144979,Gurgaon,59,Female,Postpaid,1-Year,37,927.53
CUST144980,Noida,50,Female,Postpaid,Month-to-Month,1,636.99
CUST144981,Delhi,64,Male,Broadband,2-Year,30,1323.94
CUST144982,Gurgaon,59,Male,Postpaid,Month-to-Month,7,717.14
CUST144983,Bangalore,39,Female,Postpaid,2-Year,28,750.33
CUST144984,Delhi,52,Female,Prepaid,No Contract,33,416.5
CUST144985,Bangalore,26,Female,Prepaid,No Contract,3,373.67
CUST144986,Pune,62,Female,Prepaid,No Contract,3,468.47
CUST144987,Noida,55,Female,Broadband,Month-to-Month,12,1538.74
CUST144988,Delhi,36,Female,Prepaid,No Contract,14,268.99
CUST144989,Mumbai,49,Female,Prepaid,No Contract,28,300.78
CUST144990,Mumbai,51,Female,Postpaid,Month-to-Month,5,890.94
CUST144991,Pune,61,Male,Postpaid,2-Year,48,1218.08
CUST144992,Pune,60,Male,Broadband,Month-to-Month,6,1138.95
CUST144993,Delhi,30,Male,Postpaid,Month-to-Month,11,624.82
CUST144994,Pune,39,Female,Prepaid,No Contract,5,461.73
CUST144995,Delhi,52,Male,Broadband,2-Year,68,1470.56
CUST144996,Gurgaon,58,Male,Postpaid,1-Year,29,1468.18
CUST144997,Gurgaon,32,Male,Prepaid,No Contract,35,320.6
CUST144998,Gurgaon,32,Female,Broadband,Month-to-Month,15,1832.92
CUST144999,Noida,53,Female,Broadband,2-Year,14,2278.84
CUST145000,Gurgaon,49,Female,Postpaid,1-Year,17,959.45
CUST145001,Noida,31,Male,Postpaid,Month-to-Month,10,1296.97
CUST145002,Pune,47,Male,Postpaid,Month-to-Month,1,1032.41
CUST145003,Noida,63,Female,Prepaid,No Contract,15,248.75
CUST145004,Gurgaon,31,Male,Broadband,1-Year,7,2083.33
CUST145005,Bangalore,45,Female,Broadband,Month-to-Month,3,1847.77
CUST145006,Mumbai,52,Female,Broadband,Month-to-Month,11,2228.78
CUST145007,Noida,55,Female,Broadband,Month-to-Month,15,2442.88
CUST145008,Delhi,57,Male,Postpaid,Month-to-Month,24,1002.82
CUST145009,Bangalore,51,Female,Postpaid,2-Year,29,936.73
CUST145010,Noida,22,Female,Postpaid,Month-to-Month,5,569.86
CUST145011,Noida,41,Male,Prepaid,No Contract,34,290.25
CUST145012,Pune,26,Female,Prepaid,No Contract,15,232.71
CUST145013,Delhi,28,Male,Prepaid,No Contract,18,254.84
CUST145014,Gurgaon,65,Male,Prepaid,No Contract,20,238.84
CUST145015,Mumbai,37,Male,Postpaid,Month-to-Month,11,948.08
CUST145016,Gurgaon,51,Male,Postpaid,2-Year,46,553.63
CUST145017,Gurgaon,56,Male,Postpaid,Month-to-Month,2,1071.87
CUST145018,Delhi,22,Male,Postpaid,1-Year,37,990.21
CUST145019,Noida,50,Male,Broadband,2-Year,52,1387.58
CUST145020,Pune,45,Female,Broadband,Month-to-Month,2,955.21
CUST145021,Delhi,53,Male,Prepaid,No Contract,28,278.04
CUST145022,Delhi,58,Male,Postpaid,Month-to-Month,13,640.27
CUST145023,Gurgaon,47,Male,Postpaid,1-Year,25,930.06
CUST145024,Mumbai,64,Male,Prepaid,No Contract,22,304.26
CUST145025,Noida,44,Female,Prepaid,No Contract,24,386.18
CUST145026,Delhi,59,Female,Prepaid,No Contract,17,316.04
CUST145027,Bangalore,28,Male,Postpaid,2-Year,62,672.84
CUST145028,Delhi,34,Male,Broadband,Month-to-Month,2,1526.81
CUST145029,Pune,61,Male,Broadband,1-Year,11,1644.93
CUST145030,Noida,49,Female,Prepaid,No Contract,22,393.66
CUST145031,Pune,40,Male,Broadband,1-Year,23,1662.13
CUST145032,Delhi,62,Male,Broadband,Month-to-Month,13,982.25
CUST145033,Mumbai,35,Male,Broadband,Month-to-Month,16,1538.52
CUST145034,Delhi,39,Female,Postpaid,2-Year,22,993.34
CUST145035,Bangalore,45,Female,Broadband,1-Year,25,1746.38
CUST145036,Gurgaon,59,Male,Broadband,1-Year,42,2056.68
CUST145037,Noida,32,Male,Broadband,Month-to-Month,5,1356.59
CUST145038,Bangalore,37,Male,Postpaid,1-Year,9,1138.27
CUST145039,Mumbai,49,Female,Broadband,1-Year,6,1155.76
CUST145040,Noida,40,Male,Prepaid,No Contract,16,419.05
CUST145041,Mumbai,25,Female,Prepaid,No Contract,2,265.28
CUST145042,Gurgaon,60,Female,Broadband,Month-to-Month,20,1533.95
CUST145043,Bangalore,35,Female,Prepaid,No Contract,11,306.08
CUST145044,Pune,53,Female,Prepaid,No Contract,21,278.44
CUST145045,Bangalore,40,Male,Prepaid,No Contract,27,496.0
CUST145046,Bangalore,39,Female,Postpaid,1-Year,34,1237.64
CUST145047,Pune,51,Male,Broadband,Month-to-Month,9,1881.76
CUST145048,Mumbai,37,Male,Prepaid,No Contract,21,446.67
CUST145049,Pune,52,Male,Prepaid,No Contract,9,395.48
CUST145050,Delhi,33,Female,Prepaid,No Contract,36,377.22
CUST145051,Mumbai,18,Female,Prepaid,No Contract,15,261.85
CUST145052,Gurgaon,61,Female,Prepaid,No Contract,27,404.29
CUST145053,Mumbai,59,Male,Broadband,1-Year,46,2193.06
CUST145054,Delhi,30,Male,Prepaid,No Contract,1,226.1
CUST145055,Gurgaon,48,Male,Postpaid,1-Year,10,1037.61
CUST145056,Gurgaon,63,Male,Broadband,Month-to-Month,21,1592.64
CUST145057,Gurgaon,65,Other,Postpaid,2-Year,62,1176.97
CUST145058,Delhi,43,Female,Prepaid,No Contract,14,393.57
CUST145059,Noida,41,Male,Postpaid,Month-to-Month,20,504.66
CUST145060,Gurgaon,45,Other,Broadband,Month-to-Month,15,2435.69
CUST145061,Mumbai,50,Male,Prepaid,No Contract,7,256.58
CUST145062,Delhi,41,Female,Postpaid,1-Year,46,708.05
CUST145063,Delhi,20,Male,Prepaid,No Contract,36,271.68
CUST145064,Noida,63,Female,Prepaid,No Contract,17,212.55
CUST145065,Noida,41,Female,Broadband,1-Year,35,1881.07
CUST145066,Noida,63,Male,Postpaid,Month-to-Month,5,782.68
CUST145067,Mumbai,25,Male,Prepaid,No Contract,14,401.57
CUST145068,Delhi,61,Female,Broadband,Month-to-Month,4,1727.04
CUST145069,Delhi,31,Male,Postpaid,1-Year,21,1044.09
CUST145070,Bangalore,19,Male,Prepaid,No Contract,1,295.06
CUST145071,Noida,23,Male,Prepaid,No Contract,34,418.14
CUST145072,Pune,29,Female,Postpaid,1-Year,39,1415.86
CUST145073,Gurgaon,53,Female,Broadband,1-Year,27,1919.69
CUST145074,Gurgaon,43,Male,Postpaid,2-Year,48,823.03
CUST145075,Delhi,46,Male,Postpaid,Month-to-Month,21,1075.36
CUST145076,Noida,21,Male,Prepaid,No Contract,9,218.93
CUST145077,Gurgaon,47,Male,Postpaid,1-Year,45,696.3
CUST145078,Mumbai,65,Male,Postpaid,1-Year,8,665.97
CUST145079,Pune,33,Female,Prepaid,No Contract,24,309.98
CUST145080,Noida,25,Female,Broadband,Month-to-Month,24,1867.8
CUST145081,Delhi,49,Male,Prepaid,No Contract,31,455.09
CUST145082,Delhi,52,Female,Postpaid,2-Year,32,855.26
CUST145083,Noida,57,Male,Postpaid,Month-to-Month,7,1031.87
CUST145084,Mumbai,41,Male,Postpaid,1-Year,10,1480.75
CUST145085,Bangalore,48,Female,Prepaid,No Contract,8,228.2
CUST145086,Delhi,62,Female,Broadband,1-Year,48,1143.07
CUST145087,Noida,56,Female,Postpaid,Month-to-Month,11,1407.21
CUST145088,Noida,51,Female,Prepaid,No Contract,15,388.32
CUST145089,Noida,22,Male,Broadband,Month-to-Month,16,962.46
CUST145090,Gurgaon,31,Male,Broadband,Month-to-Month,12,1681.3
CUST145091,Gurgaon,54,Male,Postpaid,Month-to-Month,20,1467.11
CUST145092,Delhi,53,Male,Broadband,Month-to-Month,3,2416.34
CUST145093,Pune,34,Male,Prepaid,No Contract,15,297.05
CUST145094,Delhi,37,Male,Prepaid,No Contract,21,485.74
CUST145095,Delhi,18,Male,Prepaid,No Contract,32,339.68
CUST145096,Delhi,33,Male,Postpaid,Month-to-Month,17,1455.7
CUST145097,Noida,60,Female,Broadband,Month-to-Month,9,2398.48
CUST145098,Noida,40,Female,Prepaid,No Contract,29,366.14
CUST145099,Noida,28,Female,Postpaid,Month-to-Month,11,1080.11
CUST145100,Mumbai,21,Female,Prepaid,No Contract,26,493.3
CUST145101,Pune,65,Female,Postpaid,1-Year,43,1127.33
CUST145102,Delhi,61,Male,Prepaid,No Contract,35,371.76
CUST145103,Noida,40,Male,Postpaid,Month-to-Month,15,574.81
CUST145104,Mumbai,48,Male,Broadband,Month-to-Month,8,1847.15
CUST145105,Mumbai,48,Male,Prepaid,No Contract,19,469.28
CUST145106,Delhi,22,Female,Prepaid,No Contract,20,434.03
CUST145107,Delhi,44,Male,Prepaid,No Contract,31,218.32
CUST145108,Gurgaon,46,Male,Postpaid,Month-to-Month,1,807.86
CUST145109,Delhi,30,Female,Postpaid,Month-to-Month,16,1227.32
CUST145110,Mumbai,62,Female,Broadband,Month-to-Month,20,2238.5
CUST145111,Delhi,52,Female,Broadband,2-Year,55,1691.88
CUST145112,Delhi,26,Female,Prepaid,No Contract,10,371.08
CUST145113,Noida,35,Female,Broadband,Month-to-Month,23,2316.05
CUST145114,Pune,32,Male,Broadband,1-Year,35,853.56
CUST145115,Pune,41,Female,Postpaid,2-Year,67,652.95
CUST145116,Bangalore,48,Female,Postpaid,1-Year,47,1102.66
CUST145117,Noida,64,Female,Postpaid,Month-to-Month,16,543.27
CUST145118,Noida,24,Female,Prepaid,No Contract,14,441.35
CUST145119,Bangalore,26,Female,Prepaid,No Contract,25,488.84
CUST145120,Gurgaon,33,Other,Postpaid,Month-to-Month,16,540.5
CUST145121,Delhi,51,Male,Broadband,1-Year,23,2023.04
CUST145122,Gurgaon,49,Male,Postpaid,1-Year,42,1302.11
CUST145123,Noida,40,Male,Prepaid,No Contract,1,229.57
CUST145124,Bangalore,37,Female,Postpaid,1-Year,10,782.57
CUST145125,Mumbai,62,Male,Prepaid,No Contract,20,281.14
CUST145126,Delhi,53,Male,Prepaid,No Contract,12,393.61
CUST145127,Gurgaon,63,Female,Postpaid,2-Year,42,1496.71
CUST145128,Bangalore,26,Male,Prepaid,No Contract,16,417.54
CUST145129,Mumbai,31,Male,Prepaid,No Contract,5,430.17
CUST145130,Mumbai,60,Male,Postpaid,2-Year,49,1353.31
CUST145131,Gurgaon,37,Male,Prepaid,No Contract,29,291.91
CUST145132,Bangalore,30,Male,Prepaid,No Contract,13,473.45
CUST145133,Pune,34,Male,Postpaid,1-Year,24,1191.33
CUST145134,Pune,39,Male,Broadband,1-Year,23,2352.41
CUST145135,Delhi,22,Male,Broadband,Month-to-Month,19,2180.83
CUST145136,Mumbai,53,Male,Broadband,1-Year,35,1745.45
CUST145137,Gurgaon,49,Female,Postpaid,Month-to-Month,3,1432.8
CUST145138,Mumbai,46,Male,Broadband,1-Year,11,2114.22
CUST145139,Bangalore,62,Female,Postpaid,1-Year,31,885.52
CUST145140,Gurgaon,29,Male,Prepaid,No Contract,30,276.75
CUST145141,Noida,52,Female,Postpaid,Month-to-Month,16,823.3
CUST145142,Mumbai,21,Male,Prepaid,No Contract,1,368.82
CUST145143,Pune,34,Male,Broadband,Month-to-Month,5,1024.9
CUST145144,Delhi,38,Male,Prepaid,No Contract,15,427.13
CUST145145,Delhi,35,Male,Broadband,Month-to-Month,17,1265.13
CUST145146,Bangalore,64,Male,Broadband,Month-to-Month,24,1883.03
CUST145147,Bangalore,56,Female,Postpaid,Month-to-Month,3,1493.15
CUST145148,Mumbai,26,Male,Prepaid,No Contract,6,242.03
CUST145149,Pune,31,Male,Broadband,2-Year,34,1257.98
CUST145150,Mumbai,59,Female,Broadband,1-Year,29,2318.32
CUST145151,Mumbai,59,Female,Broadband,1-Year,22,2386.33
CUST145152,Pune,41,Female,Broadband,2-Year,67,1901.48
CUST145153,Mumbai,30,Male,Postpaid,Month-to-Month,24,1081.89
CUST145154,Gurgaon,52,Male,Postpaid,1-Year,18,1408.53
CUST145155,Bangalore,33,Female,Postpaid,2-Year,35,1209.28
CUST145156,Bangalore,60,Female,Postpaid,Month-to-Month,21,762.24
CUST145157,Gurgaon,21,Female,Prepaid,No Contract,32,247.77
CUST145158,Gurgaon,20,Male,Postpaid,Month-to-Month,14,1222.4
CUST145159,Gurgaon,51,Female,Postpaid,2-Year,26,1103.79
CUST145160,Delhi,32,Male,Postpaid,Month-to-Month,17,1433.92
CUST145161,Pune,48,Male,Broadband,1-Year,32,811.02
CUST145162,Delhi,18,Female,Postpaid,1-Year,34,1447.22
CUST145163,Delhi,18,Male,Prepaid,No Contract,21,385.85
CUST145164,Bangalore,50,Male,Postpaid,1-Year,47,1024.38
CUST145165,Bangalore,43,Male,Postpaid,1-Year,14,925.05
CUST145166,Bangalore,59,Female,Postpaid,1-Year,24,728.85
CUST145167,Gurgaon,18,Male,Prepaid,No Contract,33,384.1
CUST145168,Noida,33,Male,Broadband,1-Year,19,1210.61
CUST145169,Mumbai,54,Male,Postpaid,Month-to-Month,13,548.23
CUST145170,Mumbai,52,Male,Broadband,Month-to-Month,5,1864.85
CUST145171,Noida,25,Female,Postpaid,Month-to-Month,13,728.53
CUST145172,Gurgaon,64,Female,Postpaid,Month-to-Month,5,564.49
CUST145173,Noida,52,Male,Broadband,1-Year,21,1774.87
CUST145174,Mumbai,19,Male,Broadband,1-Year,43,2197.41
CUST145175,Pune,61,Male,Postpaid,2-Year,49,1102.61
CUST145176,Gurgaon,35,Female,Prepaid,No Contract,23,334.59
CUST145177,Pune,27,Male,Prepaid,No Contract,7,432.6
CUST145178,Bangalore,27,Female,Broadband,Month-to-Month,21,2421.84
CUST145179,Bangalore,62,Male,Postpaid,1-Year,34,957.87
CUST145180,Mumbai,29,Female,Prepaid,No Contract,24,380.65
CUST145181,Pune,56,Female,Broadband,1-Year,39,1372.47
CUST145182,Mumbai,41,Female,Postpaid,2-Year,48,961.46
CUST145183,Mumbai,65,Female,Postpaid,Month-to-Month,20,1115.64
CUST145184,Noida,39,Male,Postpaid,1-Year,27,1258.21
CUST145185,Gurgaon,58,Female,Broadband,1-Year,19,1584.12
CUST145186,Gurgaon,22,Female,Prepaid,No Contract,7,201.07
CUST145187,Noida,39,Male,Postpaid,1-Year,14,1142.81
CUST145188,Delhi,21,Female,Broadband,Month-to-Month,23,1899.46
CUST145189,Noida,58,Other,Prepaid,No Contract,22,383.71
CUST145190,Bangalore,35,Male,Broadband,2-Year,39,2453.76
CUST145191,Mumbai,47,Male,Postpaid,Month-to-Month,14,1218.74
CUST145192,Gurgaon,63,Male,Broadband,2-Year,39,1263.15
CUST145193,Noida,50,Female,Postpaid,1-Year,42,977.24
CUST145194,Noida,39,Female,Prepaid,No Contract,25,331.57
CUST145195,Mumbai,23,Female,Prepaid,No Contract,33,404.68
CUST145196,Gurgaon,55,Male,Postpaid,Month-to-Month,22,1109.87
CUST145197,Gurgaon,63,Male,Prepaid,No Contract,31,331.41
CUST145198,Noida,65,Female,Broadband,Month-to-Month,11,2309.47
CUST145199,Bangalore,55,Female,Prepaid,No Contract,5,210.16
CUST145200,Gurgaon,28,Female,Broadband,1-Year,28,1496.83
CUST145201,Noida,63,Female,Postpaid,2-Year,60,1359.9
CUST145202,Noida,58,Female,Postpaid,2-Year,16,523.35
CUST145203,Delhi,24,Male,Postpaid,2-Year,43,1410.47
CUST145204,Noida,41,Female,Postpaid,Month-to-Month,4,964.13
CUST145205,Noida,25,Female,Postpaid,Month-to-Month,19,1171.21
CUST145206,Pune,29,Male,Prepaid,No Contract,30,437.93
